word,translation,freq,category,example,diff
type 2 diabetes,2型糖尿病,38,cardiovascular,Recent evidence suggests that resistance training is as effective as aerobic tra,easy
ultrasonographic,ultrasonograph的,1,cardiovascular,Ultrasonographic femur-tibial length ratio: a marker of Down syndrome from the l,hard
uncomplicated,无并发症的,4,physiology,The uncomplicated resolution of AMS or its absence in the first 3–4 d following ,hard
undiagnosed,未诊断的,3,cardiovascular,"To better identify those who may have undiagnosed disease, individuals should be",hard
undulating periodization,波动周期化,1,prescription,Effects of linear periodization versus daily undulating periodization on neuromu,hard
unintended,非预期的,1,physiology,Positioning and level of comfort during exercise testing need to be considered t,hard
union-funded,工会资助的,1,physiology,"In children and adolescents, the most updated and evidence-based fitness test ba",hard
university,大学,183,fitness,"Phillips, PhD, Department of Kinesiology, McMaster University, 1280 Main Street ",easy
untended,未注意的,1,physiology,Interval training has been associated with lower levels of dyspnea and fewer unt,hard
upper extremity lymphedema,上肢淋巴水肿,2,cardiovascular,Arm morbidity and upper extremity lymphedema: Survivors with established upper e,hard
upper-body,upper身体,2,cardiovascular,The movement directions “horizontal” and “vertical” may also be con- sidered for,hard
user-friendly,用户友好的,1,physiology,"evidence that provides a comprehensive, user-friendly",hard
user-generated,用户生成的,1,physiology,"Technology allows for social rewards through praise, for social support through ",hard
usual-pace,常速,2,metabolism,The 400-m usual-pace walk test has also been proven reliable as an assessment of,hard
variable-level,variable水平,1,physiology,Nuanced details of RT protocols and dose-response data require discus- sion for ,hard
vascular,血管的,20,physiology,It may also be that lifting to fatigue is inadvisable for cer- tain populations ,easy
vascularmed,血管医学,1,physiology,Society for Vascular Medicine: http://www.vascularmed.org,hard
vasculature,脉管系统,2,physiology,"Vasodilation of the large vessels (e.g., brachial artery) and resistance vascula",hard
vasculopathy,vasculopathy病,1,physiology,"Following cardiac transplant, individuals are at risk for several complications ",hard
vasoconstrictive,vasoconstric的,2,physiology,"Athletes should avoid vasoconstrictive medications, smoking, drugs, alcohol, and",hard
vasodilating,血管舒张的,1,physiology,II. Vasodilating agents,hard
vasodilation,血管舒张,3,physiology,Facial cold-induced vasodilation and skin temperature during exposure to cold wi,hard
vasodilators,血管扩张剂,3,physiology,"On average, this response is greater among men; increases with age; and is atten",hard
vasodilatory,血管舒张的,1,physiology,"PAH, pulmonary arterial stiffness and vasodilatory dysfunction increase",hard
vasoregulatory,vasoregulat的,1,physiology,Vasoregulatory abnormalities,hard
velocity-based,基于速度的,17,assessment,"Compared with CTRL, strength was impacted by engag- ing in standard RT (17,24,29",hard
venous,静脉的,12,cardiovascular,Although dizziness or syncope shortly after cessation of exercise should not be ,medium
ventilatory threshold,通气阈,6,assessment,"In addition, the use of open circuit spirometry during maximal exercise testing ",hard
ventilatory-derived,通气衍生的,2,physiology,"expired gas analysis, such as the respiratory exchange ratio (RER), ventilatory-",hard
ventricular fibrillation,心室颤动,5,physiology,"Table 1.4 summarizes the risks of various cardiac events including AMI, ventricu",hard
vertebrae,椎骨,3,physiology,atlanto-occipital instability (movement between the C1 vertebrae and the,hard
vertebral,椎骨的,5,physiology,causes deformities in the vertebral and sacroiliac joints,medium
vigorous intensity,高强度,80,prescription,Combinations of moderate and vigorous intensity exercise can be performed to mee,easy
vigorous physical activity,高强度体力活动,4,prescription,Figure 1.2 The relationship between habitual frequency of vigorous physical acti,hard
viscosity,viscos性质,1,fitness,Flexibility depends on a number of specific variables including distensibility o,hard
visit,就诊,2,fitness,"During the last visit with his cardiologist, which took place 2 yr ago, the card",hard
visual impairment,视力障碍,2,rehabilitation,"Watch for transient worsening of sensory and motor symptoms, most commonly, visu",hard
vo2,摄氧量,1,physiology,Relationship between peak Vo2 and 1- mile walk test performance of adolescent ma,hard
vo2max,最大摄氧量,3,assessment,The Concept of Maximal Oxygen Uptake Maximal volume of oxygen consumed per unit ,hard
volume-equated,容量等价的,2,prescription,"The impact of periodization on strength could not be determined, although one re",hard
volume-matched,容量匹配的,1,prescription,Muscle hypertrophy and strength gains after re- sistance training with different,hard
volume-reduction,volume-reduc过程,1,prescription,Pulmonary rehabilitation for patients who undergo lung- volume-reduction surgery,hard
waist-worn,腰戴式,1,physiology,"time measured via waist-worn accelerometry have been higher, at 7.7–8.0 h ∙ d−1 ",hard
walking-based,walking基础的,1,physiology,Walking-based,hard
warm-up,热身,44,prescription,The exercise test should begin with a 2- to 3-min warm-up to acquaint the indivi,easy
water exercise,水中运动,2,assessment,"LBP — For women experiencing LBP during pregnancy, an excellent alternative to l",hard
water-based,water基础的,1,physiology,A Comparison of Land and Water Based Mixed Exercise Interventions on Pain for Ad,hard
wbgt,WBGT指数（湿球黑球温度）,4,physiology,The greatest risk for heatstroke exists during very high intensity exercise of s,hard
website,网站,3,fitness,"To request permission, please contact Wolters Kluwer at Two Commerce Square, 200",hard
weight-bearing,负重的,17,metabolism,Cycle ergometers also provide a non–weight-bearing test modality in which work r,hard
weight-dependent,weight-depend的,1,cardiovascular,Oxygen uptake (during weight-dependent,hard
weight-related,weight相关的,1,metabolism,"exercise program (126), they may face additional, unique, weight-related",hard
weight-supported,减重支持的,3,metabolism,"Body weight-supported RT was a portion of some reviews, but was not studied as a",hard
well-being,幸福感,9,physiology,MEDICAL HISTORY AND CARDIOVASCULAR DISEASE RISK FACTOR ASSESSMENT The medical hi,hard
well-crafted,精心制作的,1,cardiovascular,"Thus, a well-crafted Ex Rx should aim to improve at least one component of healt",hard
well-defined,定义明确的,1,physiology,Exercise testing in this setting should be performed only as part of well-define,hard
well-designed,设计良好的,1,physiology,"Overall, there is a need for more rigorous and well-designed randomized",hard
well-established,公认的,1,physiology,HEALTH BENEFITS OF IMPROVING MUSCULAR FITNESS The health benefits of enhancing m,hard
well-fitting,合身的,1,physiology,Women with lymphedema should wear a well-fitting compression garment during exer,hard
well-known,众所周知的,2,cardiovascular,SEDENTARY BEHAVIOR AND HEALTH Despite the well-known health benefits of regular ,hard
well-recognized,公认的,2,physiology,"In an effort to reduce the risk of SCD incidence in young individuals, well-reco",hard
well-screened,充分筛查的,1,cardiovascular,"However, there is preliminary evidence that higher intensity exercise may be equ",hard
well-studied,充分研究的,1,physiology,Providing a variety of exercise modalities for people with ID could be helpful t,hard
well-trained,well训练的,2,physiology,Effects of variations in resistance training frequency on strength development i,hard
wet-bulb globe temperature,wet-bulb globe temperat过程,2,cardiovascular,The greatest risk for heatstroke exists during very high intensity exercise of s,hard
wheelchair-bound,轮椅束缚的,1,musculoskeletal,Essentially wheelchair-bound or bedbound,hard
wheelchair-dependent,wheelchair-depend的,1,cardiovascular,Physical capacity in wheelchair-dependent persons with a spinal cord injury: a c,hard
wheelchair-related,wheelchair相关的,1,musculoskeletal,Glenohumeral contact forces and muscle forces evaluated in wheelchair-related ac,hard
whole-body,whole身体,3,physiology,Densitometry The estimate of total body fat percentage can be derived from a mea,hard
wingate test,温盖特测试,1,assessment,Test-retest reliability of the 20-sec Wingate test to assess anaerobic power in ,hard
within-person,个体内的,1,cardiovascular,Unpacking the feel-good effect of free-time physical activity: between- and with,hard
within-session,within-ses过程,1,physiology,Within-session responses to high-intensity interval training in spinal cord inju,hard
wolff-parkinson-white,Wolff-Parkinson-White综合征,6,physiology,"Additionally, the exercise test with ECG alone is not useful for the diagnosis o",hard
worksite,工作场所,1,fitness,"May be self- employed or employed in commercial, community, studio, worksite hea",hard
world-report,世界报告,1,prescription,World Alzheimer’s Report: https://www.alz.co.uk/research/world-report,hard
wrist-worn,腕戴式,1,physiology,Effect of wrist-worn activity monitor feedback on physical activity behavior: a ,hard
y-balance,Y平衡测试,7,physiology,Two common field assessments of balance are the Balance Error Scoring System (BE,hard
y-balance test,Y平衡测试,6,assessment,Two common field assessments of balance are the Balance Error Scoring System (BE,hard
